,VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID,Unnamed: 14,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,master_category
384,555,1,CAAZ_FENCE_HGT_FRT,fence height – inside front setback,Section 17.12.040 (E) 26(b) - Screening Walls or Fences (Front Setback) Greatest vertical exposure shall be six feet in height within the remainder of the required front setback.,,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,,,,,,,,,prop
385,556,1,CAAZ_FENCE_HGT_OPN,fence height – off right-of-way (open),"Section 17.12.040 (E) 26(a) - Screening Walls or Fences (Off Right-of-way): Greatest vertical exposure for open fences, such as chain link or those of a similar nature are permitted to be six feet in height.",,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,,,,,,,,,prop
386,557,1,CAAZ_FENCE_HGT_PRV,fence height – off right-of-way (opaque),Section 17.12.040 (E) 26(a) - Screening Walls or Fences (Off Right-of-way): Greatest vertical exposure (privacy or opaque type fences) shall be two and one half feet in height within ten feet of a street right-of-way.,,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,,,,,,,,,prop
387,558,1,CAAZ_FENCE_HGT_SRER,fence height – side and rear setback,Section 17.12.040 (E) 26(c) - Screening Walls or Fences (Side and Rear Setback) Greatest vertical exposure shall be eight feet in height within the required side or rear setback or within any platted common open space.,,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,,,,,,,,,prop
388,559,1,CAAZ_GARAGE_SALE,garage sales,"Section 17.16.250 (B) - Garage Sale: Within any calendar year, a maximum of two garages sale events shall occur per residence.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
389,560,1,CAAZ_HOME_OCC,home occupation – conditions,"Section 17.16.250 (C) - Home Occupation (Conditions): A home occupation shall be considered an accessory use to a residence [permitted under certain conditions, one or more conditions not met]",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
390,561,1,CAAZ_HOMEOCC,home occupation – permit required,Section 17.16.250  (C) - Home Occupation (Permit): A home occupation shall be considered an accessory use to a residence [requires a permit with conditions].,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
391,562,1,CAAZ_LIGHT_EMISSION,lighting (emission),Section 17.28.100 (A) - Lighting (Emission): All site lighting shall be shielded so that substantially all directly emitted light falls within the property line.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,electrical,,,,,,,,electrical
392,563,1,CAAZ_LIGHT_MAX,lighting (max level),Section 17.28.100 (A) - Lighting (Max Level): No illumination in excess of one-half foot candle shall be permitted across the boundary of any adjacent residential property or public street.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,electrical,,,,,,,,electrical
393,564,1,CAAZ_MVEN_VENDING,mobile vending,"Ordinance BL2006-1283 - Mobile Vendor: The peddling, vending, selling, display, or offer for sale of goods, wares or merchandise at a temporary location and/or on a temporary or occassional basis [is prohibited].",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
394,565,1,CAAZ_NOISE,continuous & intermittent noise,Section 17.28.090 (C) - Noise Levels: Sound level of continuous and intermittent noise exceeds maximum sound levels across lot lines or district boundaries.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
395,566,1,CAAZ_OVCROWDEDFM,overcrowding – unrelated adults,"Section 16.24.030 & 17.04.060 - Overcrowding: No more than ""three"" unrelated persons may live together in a dwelling unit.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,occupancy,,,,,,,,,,occupancy
396,567,1,CAAZ_OVCROWDEDGH,overcrowding – group home,Section 17.04.060 (2) - Family: No more than eight unrelated adults (mentally or physically handicapped) plus up to two care givers as per Tennessee Code Annotated 13-24-102 may reside in a dwelling unit.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,occupancy,,,,,,,,,,occupancy
397,568,1,CAAZ_OVERCROWDED,overcrowding,Section 17.04.060.  Too many persons living together as a single family in a dwelling unit having common housekeeping facilities.,,,,,,,,,,,,,occupancy,,,,,,,,,,occupancy
399,569,1,CAAZ_PAVING_PARK,paving permanent parking areas,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",,,,,,,,,,,,,,,,,,vehicle,,,,,vehicle
401,570,1,CAAZ_PERMIT_BLD_REQ,building and zoning permit required,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
402,573,1,CAAZ_PERMIT_USE_REQ,failure to obtain required use permit,Section 17.40.520 - An application for a zoning permit must be filed with the zoning administrator prior to any person or entity commencing any construction or alteration of a structure or initiating a change in the use of the property.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
403,574,1,CAAZ_RESUSE_CONSIGN,consignment sale,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
404,575,1,CAAZ_REUSE_SECRES,security residence,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
405,576,1,CAAZ_SGN_PROHBBLK,prohibited signs - blank,Section 17.32.050 (M) - Prohibited Signs (Blank): Blank on-premises temporary signs [are prohibited].,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
406,577,1,CAAZ_SGN_PROHBPORT,prohibited sign - portable sign,Section 17.32.050 (S) - Portable Signs: Portable signs as defined by this title [are prohibited].,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
407,578,1,CAAZ_SIGN_25PERCENT,signs – greater than 25 percent,"Section 17.32.040 (M) – Temporary Signs and Displays: Temporary merchandise displays and signs behind storefront windows which are not affixed permanently to the glass, nor intended for permanent display, and non-illuminated, provided that such temporary signs do not cover more than twenty-five percent of the total surface area of the storefront window.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
408,579,1,CAAZ_SIGN_ABAN,abandoned signs,Section 17.40-510 (D) - Abandoned Signs - [Signs identified by] the zoning administrator as abandoned. The sign must be removed from the premises.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,dumping,,illegal_business_operations,,,,,,,dumpingillegal_business_operations
409,580,1,CAAZ_SIGN_DILAP,dilapidated signs,"Section 17.40.510 (C) - Dilapidated Signs - All signs regulated by this title, together with their supports, braces, guys and anchors shall be maintained in good repair. ",,,,,,,,,,,prop,,,,,illegal_business_operations,,,,,,,propillegal_business_operations
411,581,1,CAAZ_SIGN_HNDHLD,signs – prohibited – handheld,Section 17.32.040 (G) - Hand Carried Signs: Signs carried by a person when the person does receive financial compensation [is prohibited].,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
412,582,1,CAAZ_SIGN_IPLS,signs – prohibited placement –bus,"Section 17.32.050 (E) - Prohibited Signs: Signs placed upon bus benches, bus shelters, or waste receptacles [are prohibited].",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
413,583,1,CAAZ_SIGN_IPPP,signs – prohibited placement – public,Section 17.32.050 (F) - Prohibited Signs: Signs erected on public property (such as private utility poles) located on public property [are prohibited].,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
414,584,1,CAAZ_SIGN_MAINT,sign maintenance,Section 17.32.020 (B) (3) - Maintenance: All signs shall be maintained in good surface and structural condition and in compliance with all building and electrical codes.,,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,,,,,,,,,prop
415,585,1,CAAZ_SIGN_MAT,sign material,Section 17.32.020 (B) (2) - Permanency Required: All signs shall be constructed of permanent materials and shall be permanently affixed to the ground or building.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
416,586,1,CAAZ_SIGN_MOTION,electronic sign (led) display motion,"Section 17.32.050 (G) (3) - Prohibited Signs: Sign display areas with varying light illumination and/or intensity, blinking, bursting, dissolving, distorting, fading, flashing, oscillating, rotating, scrolling, sequencing, shimmering, sparkling, streaming, traveling, tracing, twinkling, simulated movement, or convey the illusion of movement.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
417,587,1,CAAZ_SIGN_PERMIT,sign permit required,"Section 17.40.510 - Sign permit required: Signs constructed, erected or altered without a permit shall be illegal.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
418,588,1,CAAZ_SIGN_PERMIT_REQ,sign permit required,"Section 17.40.520 – Illegal Signs – Permit Required: Signs constructed, erected, or altered without a permit as required by Article XI of the Zoning Code or by the provisions of prior regulations shall be illegal.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
419,589,1,CAAZ_SIGN_POLEN,prohibited on posts and poles,"Section 6.04.010 - Prohibited on posts and poles. It is unlawful for any person to affix in any manner any sign, placard, poster, card, banner or other indicia of the interests of any person, group or organization on any post or pole, including, but not limited to, light and telephone poles, on any street, sidewalk, thoroughfare or public right-of-way within the jurisdiction of the metropolitan government. ",,,,,,,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
421,590,1,CAAZ_SIGN_PROHB,prohibited signs,"Section 17.32.050 - Prohibited Signs: It is unlawful to erect, cause to be erected, maintain or cause to be maintained, any sign not expressly authorized by, or exempted from, this title.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
422,591,1,CAAZ_SIGN_ROW, signs in row,Section 17.32.050 - Prohibited location:  Signs located on public property or on private property (such as private utility poles) located on public property.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
423,592,1,CAAZ_SIGN_TEMP,on-premises temporary signs,"Section 17.32.060 -  On-premises temporary signs may be a ground sign or building sign and may not be operated by electrical, electronic or mechanical parts.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
424,593,1,CAAZ_SIGN_TIMING,electronic sign (led) display timing,"Section 17.32.050(G) (1) - Prohibited Signs: Signs with any copy, graphics, or digital displays that change messages by electronic or mechanical means, where the copy, graphics, or digital display does not remain fixed, static, motionless, and non-flashing for a period of eight seconds with all copy changes occurring instantaneously without any special effects.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
425,594,1,CAAZ_SIGN_UNSAILL,unsafe or illegal sign,"Section 17.40.510 (B) (1) - Illegal Signs - Signs constructed, erected or altered without a permit as required by this article or by the provisions of prior regulations shall be illegal.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
426,595,1,CAAZ_SIGN_VEHP,signs – prohibited (vehicle signs),"Section 17.32.050 (Q) - Prohibited Signs: Signs attached to, suspended from or painted on any motor vehicle, trailer or other equipment in: (2) Nonresidential districts. [Vehicles] regularly parked on the premises shall be confined to the portion of the property behind the front line of the building (when not being loaded).",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,vehicle,,,,,illegal_business_operationsvehicle
427,596,1,CAAZ_SIGN_WIND,signs  – prohibited - wind,"Section 17.32.050 (O) - Prohibited Signs: Signs, commonly referred to as wind signs, consisting of one or more flags which are not otherwise exempted, pennants, ribbons, spinners, streamers or captive balloons which are less than ten feet in their greatest diameter, or other objects or material fastened in such a manner as to move upon being subjected to pressure by wind.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
428,597,1,CAAZ_SIGN_WINDOW,window signs and display,Section 17.32.040 - Window signs/displays:  Temporary signs or displays located on or behind storefront windows shall not cover more than 25% of the total surface area of the storefront window.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
429,599,1,CAAZ_USE_NOT_PERMIT,use not permitted,Section 17.08.030 – Use Not Permitted: The use of the property is not in compliance with the applicable provisions of the Metro Zoning Ordinance.  -,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
430,600,1,CAAZT_FULL_COMPLANCE,certificate of compliance,"Section 17.40.580 - Following issuance of a zoning permit, no structure or zone lot shall be used or occupied until the zoning administrator has certified in a final inspection that the property is in full compliance with all applicable provisions of this zoning code. The certified of compliance shall be posted within the building in a manner viewable by the public. Issuance of a certificate of compliance shall not be construed as waiving any provision of this zoning code. (Ordinance 96-555  10.12(G), 1997).",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
431,601,1,CAAZT_TREE_MAINT,maintain landscape material,Section 17.24.080. Failure of maintenance of required landscape materials. Replace any dead or missing plant material as shown on the approved landscape plan. All trees planted to meet this requirement must be at least 6 feet tall and 2 inches caliper at planting. Any staking that has been left on trees needs to be removed. It is IMPERATIVE that you call for an inspection when the violation has been corrected.,,,,,,,,,,,,,,,,,,,,,,misc,misc
433,602,1,CAAZT_TREE_PERMIT,tree removal permit,Section 17.40.470.  Failure to obtain a tree removal permit.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,illegal_business_operations,,,,,,,illegal_business_operations
434,603,1,CAAZT_TREE_PLANS,comply with approved plans,Section 17.24. Failure to comply with approved landscape site plan.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
435,604,1,CAAZT_TREE_PROTEC,tree protection,Section 17.24.090.  Failure to adhere to tree protection zone requirements.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
436,605,1,CAAZT_TREE_REMOVAL,hazardous tree removal,"Section 2.104.050 If the Urban Forester is informed of a private tree that falls within the definition of a hazard tree,",,,,,,,,,,,,,,,,,,,,,,misc,misc
437,606,1,CAE01,rewire,Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
439,607,1,CAE02,electrical service panel,Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
441,608,1,CAE03,relocate electrical service,Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
443,609,1,CAE04,conduit and weatherhead,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
445,610,1,CAE05,bathroom/kitchen gfci outlet,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
447,611,1,CAE06,electrical system checked and certified,Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
449,612,1,CAE07,repair defective service panel,Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
451,613,1,CAE08,"replace, repair defective equip.",Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
453,614,1,CAE09,replace missing wall outlet cover,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
455,615,1,CAE10,replace missing wall switch covers,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
457,616,1,CAE11,replace substandard wiring (drop-cords),-Replace substandard wiring (drop-cords).,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
459,617,1,CAE12,provide conduits for exposed wiring,Not Available,,,,,,,,,,,prop,,,,electrical,,,,,,,,propelectrical
461,618,1,CAE13,remove extension cords,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
463,619,1,CAE14,replace ceiling light fixture covers,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
465,620,1,CAE15,provide junction box,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
467,621,1,CAE16,exterior porch light,Not Available,,,N,,2.0,1900-01-01 00:00:00,,,,,prop,,,,,,,,,,,,prop
468,622,1,CAE17,replace missing fuse blanks,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
470,623,1,CAE18,"remove, replace sudstandard wiring",Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
472,624,1,CAE19,bathroom gfci outlet,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
474,625,1,CAE20,defective wall outlets on exterior,Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
476,626,1,CAE21,correct other electrical defects,Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
478,627,1,CAGA_DEX,dog excrement,MCL Chapter 8.04.180 – Removal of Excrement.  A dog owner shall clean up and remove any excrement left by his or her dog(s) on any public property or private property not owned or lawfully possessed by the dog owner.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,animals,,,animals
479,628,1,CAGB_HAZ_W,hazardous waste,"MCL Chapter 10.20.150 - Hazardous, pathogenic and radioactive waste.  All pathological waste from physician's clinics, dental clinics, blood banks and medical or microbiological laboratories shall be separate from normal waste, placed in durable disposable bags that can be tied and sealed when full. The bags shall be stored in metal containers with tight-fitting lids.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
480,629,1,CAGC_GCL,garbage container lids,MCL Chapter 10.20.160 – Container Requirements.  Lids or covers must be provided for all such containers and they shall be kept tightly closed at all times other than where garbage is being deposited therein or removed therefrom.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
481,630,1,CAGD_ID,illegal dumping,"MCL Chapter 10.20.320 – Illegal Dumping.  It is unlawful for any person to dispose of or cause to be disposed any garbage, rubbish or other waste material upon any property other than a garbage disposal facility or sanitary landfill so designated by the metropolitan government.  It is unlawful for any person to dispose of or cause to be disposed any garbage, rubbish or other waste material in any private receptacle other than the person's own private receptacle or unless authorized to do so by the owner of the private receptacle.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,dumping,,illegal_business_operations,,,,,,,dumpingillegal_business_operations
482,631,1,CAGE_LPR,litter on private property,"MCL Chapter 10.24.070 - Litter on private property--Responsibilities of owners.  The owner or person in control of any private property shall at all times maintain the premises free of litter. Provided, however, that this section shall not prohibit the storage of litter in authorized private receptacles for collection.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
483,632,1,CAGF_LPU,litter on public property,MCL Chapter 10.24.140 - Litter on vacant lots.  No person shall throw or deposit litter on any open or vacant private property within the area of metropolitan government whether owned by such person or not.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
484,633,1,CAGG_LVH,litter from vehicles,"MCL Chapter 10.24.150 - Litter from vehicles--Liability of drivers.  No person, while a driver or passenger in a vehicle, shall throw or deposit litter upon any street or other public place within the area of metropolitan government, or upon private property. The driver of a vehicle from which litter is thrown shall be deemed prima facie liable for any litter thrown from the vehicle.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,vehicle,trash,,,,vehicletrash
485,634,1,CAGH_HWG,excess vegetation,MCL Chapter 10.26.010 – Every premise including vacant lots shall be kept free of excessive vegetation.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
486,635,1,CAGI_GCAN,garbage approved containers,MCL Chapter 10.32.120 - All garbage and trash shall be stored in covered garbage containers that have been approved by Metropolitan Public Works Department and shall have tight fitting lids.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
487,636,1,CAGJ_GT_RATS,rat harborage garbage,MCL Chapter 10.32.130 – Permitting garbage and trash to accumulate creating food and harborage for rats.  To clean premises of all garbage and trash.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
488,637,1,CAGK_JTD,junk trash rat harborage,"MCL Chapter 10.32.140 - Permitting lumber, junk, barrels, boxes, bricks or other similar materials to accumulate on any premises, vacant lots or alley, creating a possible rat harborage.  To clean premises of all lumber, junk, trash, barrels, bricks or other similar materials.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
489,638,1,CAGL_STAG,stagnant water,"MCL Chapter 10.32.160 – The chief medical director may order the person in ownership or control of any property or facility storing tires where stagnant water may collect to eliminate the collection of water in the tires and employ other adequate measures to prevent the breeding or harborage of insects, rodents and other pests.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
490,639,1,CAGM_GTD,"dirt, filth, garbage","MCL Chapter 10.36.020 a -  Every dwelling and every part of premises shall be kept clean and free from any accumulation of dirt, filth, rubbish, garbage or similar matter.",,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,trash,,,,trash
491,641,1,CAGM02,defective electric wall base heater,Not Available,,,,,,,,,,,,,,,electrical,,,,,,,,electrical
493,642,1,CAGM03,missing heat control knobs,Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
495,643,1,CAGM04,seal open grate,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
497,644,1,CAGM05,defective heat supply vents in basement,Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
499,645,1,CAGM06,heating system properly installed,Not Available,,,,,,,,,,,prop,,,,,,overgrowth,,,,,,propovergrowth
501,646,1,CAGM07,adequate ventilation for bathroom,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
503,647,1,CAGM08,smoke detectors,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
505,648,1,CAGM09,hvac system repair,Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
507,649,1,CAGM10,forced air duct repair,Not Available,,,,,,,,,,,prop,,,,,,,,,,,,prop
509,650,1,CAGO_CHICKENS,keeping chickens,MCL Chapter 8.12.020  Keeping of chickens.No person shall keep chickens within the metropolitan government area in such a manner that a nuisance is created.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,animals,,,animals
510,651,1,CAGP_RWR2,running water required 2,"MCL Chapter 16.24.440 – No Water – The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely and free from defects and leaks.",,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,,,,,,,,water
511,652,1,CAGQ_SDIS,sewage discharge stream,"MCL Chapter 15.72.070   - Discharge of Waste Into Any Body Of Water – Sewage discharging to a stream, river, lake, marsh, watercourse, waterway, well, cave, sinkhole, open ditch, spring, irrigation or drainage system, or any body or accumulation of water, surface or underground, natural or artificial, public or private.  All wastewater lines must be connected to public sanitary sewer or an approved sewage disposal system in accordance with Metro Public Health Department recommendations.",,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,,,,,,,,water
512,653,1,CAGR_SPUB,"sewer, connect to public",MCL Chapter 15.40.040 – Connect to public sanitary sewer.,,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,,,,,,,,water
513,654,1,CAGT_SOG,sewage on ground,"MCL Chapter 15.72.020 - Section B - Sewage running on ground creating a health hazard. All wastewater lines, (Plumbing) must be connected to the public sewer, which is available.",,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,,,,,,,,water
514,655,1,CAGU_SBK,sewage disp. improperly maint.,MCL Chapter 15.72.040 - Sewage running on ground surface creating a health hazard due to an improperly maintained Sewage Disposal System.  Repair improperly maintained sewage disposal system in accordance with Metro Public Health Department recommendations.,,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,,,,,,,,water
515,656,1,CAGV_SIWL,sewage - illegal waste line,"MCL Chapter 15.72.060 - Illegal Waste Line(s) – Sewage running on ground surface from an illegal wastewater line.  Connect all wastewater lines to public sanitary sewer or an approved sewage disposal system, in accordance with Metro Public Health Department recommendations.",,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,illegal_business_operations,,,trash,,,,waterillegal_business_operationstrash
516,657,1,CAGX_LEAK,faulty plumbing,MCL Chapter 16.12.030 – Faulty Plumbing – All plumbing shall be maintained in a proper operating condition and in accordance with the Metropolitan Plumbing Code.,,,N,,2.0,1900-01-01 00:00:00,,,,,,water,,,,,,,,,,,water
517,658,1,CAGZ_OTH,other violations,Other:,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,,,,,,,,,misc,misc
518,659,1,CAHC_ILLEG_DUMCN,illegal dumping - container,Section 10.20.130 (B) - It is unlawful for any person to dispose of or cause to be disposed any waste in any private receptacle other than the person's own private receptacle or unless authorized to do so by the owner of the private receptacle.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,dumping,,illegal_business_operations,,,,,,,dumpingillegal_business_operations
519,660,1,CAHC_ILLEGAL_DUM,illegal dumping - property,Section 10.20.130 (A) – Dumping permitted in designated places only. It is unlawful for any person to dispose of any waste upon any property other than a disposal facility designated and approved by the Metropolitan Government.,,,N,,2.0,1900-01-01 00:00:00,,,,,,,,dumping,,illegal_business_operations,,,,,,,dumpingillegal_business_operations
520,661,1,CALL_LANDLORD_REGSTR,landlord registration,"Failure to register as a landlord.  T.C.A. 66-28-101 requires each landlord of one (1) or more dwelling units within Davidson County to pay a $10 registration fee and furnish the following information to the Department of Codes (A) the landlord's name, address and telephone number, or the name, address and telephone number of the landlord's agent; and (B) list the street address and unit number, as appropriate, for each dwelling unit that the landlord owns, leases, or subleases or has the right to own, lease, or sublease.  Fee is due and payable the same time period as Metro Property Taxes.  Make checks payable to the Metro Dept. of Codes & Building Safety.  Mail or bring to: Landlord Registration, 800 Second Avenue South, 3rd Floor, Nashville, TN 37210.  Registration forms may be obtained from www.nashville.gov/codes or by calling 615-862-6590.",,,,,,,,,,,,,occupancy,,,,,,,,,,occupancy
522,662,1,CAP01,"install bath, shower,basin, wc",Not Available,,,,,,,,,,,,,,,,,overgrowth,,,,,,overgrowth
524,663,1,CAP02,cold-water faucet for the lavatory,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
526,664,1,CAP03,hot water faucet for the lavatory,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
528,665,1,CAP04,hot water faucet for the bathtub,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
530,666,1,CAP05,cold  water faucet for the bathtub,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
532,667,1,CAP06,mixing faucet for the kitchen sink,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
534,668,1,CAP07,leaking trap on the kitchen sink,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
536,669,1,CAP08,leaking trap on the bathtub,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
538,670,1,CAP09,leaking trap on the lavatory basin,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
540,672,1,CAP11,vent for the lavatory basin,Not Available,,,,,,,,,,,,,,,,,,,,,,misc,misc
542,673,1,CAP12,leaking washers on the kitchen sink,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
544,674,1,CAP13,leaking washers on the lavatory basin,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
546,675,1,CAP14,leaking washers on the bathtub,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
548,676,1,CAP15,cracked flush water closet tank,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
550,677,1,CAP16,cracked flush water closet base,Not Available,,,,,,,,,,,,water,,,,,,,,,,,water
